,location,size,total_sqft,bath,price,bhk,price_per_sqft
467,Amruthahalli,2 BHK,900,2,40,2,4444.444444
468,other,4 BHK,1200,4,230,4,19166.66667
469,Whitefield,2 BHK,1130,2,42.16,2,3730.973451
470,Koramangala,2 BHK,1320,2,165,2,12500
471,Kodigehalli,2 BHK,1270,2,98,2,7716.535433
472,other,2 BHK,1200,2,62,2,5166.666667
473,other,4 BHK,4800,4,235,4,4895.833333
474,other,2 BHK,1200,2,74,2,6166.666667
475,Subramanyapura,2 BHK,929,2,50.17,2,5400.430571
476,other,4 BHK,1150,4,260,4,22608.69565
477,Basavangudi,4 Bedroom,1125,4,180,4,16000
478,Kenchenahalli,5 Bedroom,500,3,65,5,13000
479,other,5 Bedroom,1200,5,190,5,15833.33333
480,other,3 BHK,1464,3,56,3,3825.136612
481,7th Phase JP Nagar,4 BHK,3600,4,400,4,11111.11111
482,other,4 Bedroom,2000,4,99,4,4950
483,Chikkalasandra,2 BHK,1208,2,49,2,4056.291391
484,Hebbal Kempapura,2 BHK,1130,2,60,2,5309.734513
485,other,3 BHK,1753,3,120,3,6845.407872
486,Old Madras Road,5 BHK,4500,7,337,5,7488.888889
487,Banjara Layout,3 Bedroom,600,3,58,3,9666.666667
488,Hoodi,2 BHK,1196,2,94.42,2,7894.648829
489,5th Phase JP Nagar,2 BHK,1150,3,52.5,2,4565.217391
490,Electronic City,2 BHK,1128,2,63,2,5585.106383
491,other,2 BHK,1000,2,53,2,5300
492,Yelahanka,2 BHK,1035,2,45,2,4347.826087
493,Kereguddadahalli,2 BHK,950,2,32,2,3368.421053
494,Bisuvanahalli,3 BHK,1075,2,36,3,3348.837209
495,Whitefield,2 BHK,1040,2,48.5,2,4663.461538
496,other,2 Bedroom,720,2,45,2,6250
497,Lingadheeranahalli,3 BHK,1511,3,95,3,6287.227002
498,other,3 BHK,1300,3,58,3,4461.538462
499,Hoodi,3 BHK,1545,3,68.75,3,4449.838188
500,Shampura,1 BHK,375,2,26,1,6933.333333
501,Vidyaranyapura,2 BHK,1062,2,38,2,3578.154426
502,other,2 BHK,1115,2,40,2,3587.443946
503,JP Nagar,2 BHK,1000,2,35,2,3500
504,Kambipura,2 BHK,883,2,45,2,5096.262741
505,Sarjapur  Road,2 BHK,1195,2,70,2,5857.740586
506,other,4 Bedroom,1200,3,165,4,13750
507,other,1 Bedroom,700,1,41,1,5857.142857
508,Vittasandra,2 BHK,1246,2,67,2,5377.207063
509,8th Phase JP Nagar,4 Bedroom,660,4,90,4,13636.36364
510,Banashankari Stage III,4 Bedroom,8500,4,145,4,1705.882353
511,other,4 BHK,1600,4,80,4,5000
512,Haralur Road,4 BHK,2805,5,154,4,5490.196078
513,Begur Road,3 BHK,1584,3,65,3,4103.535354
514,Sector 7 HSR Layout,4 Bedroom,3000,5,275,4,9166.666667
515,Hosur Road,3 BHK,1175,2,48,3,4085.106383
516,other,3 BHK,1595,3,115,3,7210.031348
517,other,2 BHK,1353,2,110,2,8130.081301
518,Electronic City,3 BHK,1599,3,125,3,7817.385866
519,Whitefield,2 BHK,1150,2,70,2,6086.956522
520,Jakkur,4 BHK,5230,6,465,4,8891.013384
521,KR Puram,2 BHK,1155,2,42.74,2,3700.4329
522,other,1 BHK,1200,2,85,1,7083.333333
523,Electronic City Phase II,2 BHK,1000,2,25,2,2500
524,Thanisandra,4 BHK,3000,4,120,4,4000
525,Rajiv Nagar,3 BHK,1867,3,160,3,8569.898232
526,Ramagondanahalli,2 BHK,1251,2,47,2,3756.994404
527,other,2 BHK,1028,2,45.5,2,4426.070039
528,Arekere,2 BHK,1222,2,45,2,3682.487725
529,Bannerghatta Road,3 BHK,1170,2,66,3,5641.025641
530,Hebbal,3 BHK,2400,4,245,3,10208.33333
531,other,3 BHK,1385,2,48.48,3,3500.361011
532,HSR Layout,2 BHK,1372,2,68,2,4956.268222
533,Magadi Road,3 BHK,1282,2,49,3,3822.152886
534,Mico Layout,9 BHK,5000,9,210,9,4200
535,other,5 Bedroom,3000,3,528,5,17600
536,Kanakpura Road,2 BHK,1135,2,39.73,2,3500.440529
537,Whitefield,3 BHK,1768,3,101,3,5712.669683
538,other,3 BHK,1325,2,90,3,6792.45283
539,Electronic City,3 BHK,1599,3,99,3,6191.369606
540,Whitefield,3 Bedroom,1500,3,61.95,3,4130
541,other,3 Bedroom,2610,3,499,3,19118.77395
542,Uttarahalli,2 BHK,1286,2,63,2,4898.911353
543,Kammanahalli,5 BHK,2845,5,140,5,4920.913884
544,other,3 BHK,1600,2,50,3,3125
545,Hennur Road,2 BHK,1317.5,2,63.77,2,4840.227704
546,Hebbal,3 BHK,3450,5,260,3,7536.231884
547,Munnekollal,2 BHK,1102,2,53.67,2,4870.235935
548,Yelahanka,2 BHK,1350,2,54,2,4000
549,Banashankari,3 BHK,1200,2,42,3,3500
550,Hosa Road,6 Bedroom,1300,6,145,6,11153.84615
551,other,2 Bedroom,1800,1,80,2,4444.444444
552,Chikkabanavar,2 BHK,950,2,40,2,4210.526316
553,Kanakpura Road,1 BHK,525,1,27.25,1,5190.47619
554,Attibele,2 BHK,656,2,25,2,3810.97561
555,Marathahalli,4 Bedroom,1780,4,175,4,9831.460674
556,other,2 BHK,1056,2,80,2,7575.757576
557,Bannerghatta Road,1 BHK,595,1,33.32,1,5600
558,other,2 BHK,1080,2,50,2,4629.62963
559,7th Phase JP Nagar,3 BHK,2225,3,160,3,7191.011236
560,Bommasandra,2 BHK,1126,2,28.15,2,2500
561,Electronics City Phase 1,3 BHK,1490,3,84,3,5637.583893
562,HRBR Layout,4 Bedroom,2000,4,300,4,15000
563,Sarjapur  Road,3 BHK,1550,3,100,3,6451.612903
564,other,2 BHK,1160,2,55,2,4741.37931
565,Whitefield,4 Bedroom,4144,4,315,4,7601.351351
566,Sarjapur  Road,3 BHK,2100,3,125,3,5952.380952
567,Vittasandra,2 BHK,1404,2,69.3,2,4935.897436
568,Sarjapur  Road,4 Bedroom,2230,4,225,4,10089.6861
569,other,3 BHK,1544,3,120,3,7772.020725
570,Banashankari Stage III,3 BHK,1305,2,58.7,3,4498.084291
571,Marathahalli,2 BHK,1230,2,80,2,6504.065041
572,other,2 Bedroom,1200,2,65,2,5416.666667
573,Harlur,3 BHK,1460,3,73,3,5000
574,Gottigere,2 BHK,967,2,45,2,4653.567735
575,other,1 Bedroom,540,1,36,1,6666.666667
576,Hormavu,1 BHK,715,1,46,1,6433.566434
577,Whitefield,3 BHK,2500,3,313,3,12520
578,other,3 BHK,1578,3,180,3,11406.84411
579,Mysore Road,2 BHK,1020,2,48.95,2,4799.019608
580,Jigani,2 BHK,1020,2,40,2,3921.568627
581,Koramangala,2 BHK,1253,2,102,2,8140.462889
582,other,2 BHK,1180,2,42,2,3559.322034
583,Nehru Nagar,2 BHK,961,2,38,2,3954.21436
584,Kanakapura,3 BHK,1419,3,75,3,5285.412262
585,Harlur,3 BHK,1709,3,150,3,8777.06261
586,other,2 Bedroom,1600,2,115,2,7187.5
587,other,1 BHK,416,1,18.5,1,4447.115385
588,Sanjay nagar,2 BHK,1100,2,98,2,8909.090909
589,HSR Layout,3 BHK,1430,2,65,3,4545.454545
590,other,2 BHK,1260,2,45,2,3571.428571
591,other,3 BHK,1630,3,85,3,5214.723926
592,Sarjapur  Road,3 BHK,1249,3,44.71,3,3579.663731
593,Kalena Agrahara,3 BHK,1450,2,85,3,5862.068966
594,Konanakunte,3 BHK,2791,3,223,3,7989.967753
595,other,1 BHK,600,1,90,1,15000
596,other,1 BHK,834,1,60,1,7194.244604
597,other,3 Bedroom,1125,4,70,3,6222.222222
598,Arekere,3 BHK,2060,3,140,3,6796.116505
599,Malleshwaram,7 BHK,12000,7,2200,7,18333.33333
600,Gottigere,2 BHK,891,2,25,2,2805.836139
601,Raja Rajeshwari Nagar,2 BHK,1133,2,49.07,2,4330.9797
602,Bisuvanahalli,3 BHK,1075,2,37,3,3441.860465
603,other,4 BHK,3000,5,260,4,8666.666667
604,Brookefield,4 Bedroom,2440,5,425,4,17418.03279
605,Vidyaranyapura,2 BHK,1200,2,55,2,4583.333333
606,Thanisandra,2 BHK,1075,2,45.8,2,4260.465116
607,Kaggadasapura,2 BHK,1140,2,40,2,3508.77193
608,Margondanahalli,5 Bedroom,940,4,150,5,15957.44681
609,other,6 Bedroom,2160,5,250,6,11574.07407
610,Raja Rajeshwari Nagar,2 BHK,1090,2,42,2,3853.211009
611,R.T. Nagar,4 Bedroom,1500,4,70,4,4666.666667
612,Whitefield,4 BHK,4104,4,360,4,8771.929825
613,Whitefield,3 BHK,1790,3,100,3,5586.592179
614,Hebbal,3 BHK,1920,3,134,3,6979.166667
615,HRBR Layout,2 BHK,1374,2,95,2,6914.11936
616,Bannerghatta Road,3 BHK,1445,3,95,3,6574.394464
617,Kanakapura,1 BHK,711,1,36,1,5063.291139
618,Tumkur Road,3 BHK,1500,3,95,3,6333.333333
619,Whitefield,3 BHK,1720,3,100,3,5813.953488
620,Vasanthapura,3 BHK,1400,3,60,3,4285.714286
621,Kundalahalli,2 BHK,1030,2,49,2,4757.281553
622,Mysore Road,2 BHK,1200,2,85,2,7083.333333
623,other,3 BHK,1375,3,70,3,5090.909091
624,Hegde Nagar,2 Bedroom,1050,1,56,2,5333.333333
625,Jalahalli,3 BHK,2250,3,160,3,7111.111111
626,Bellandur,2 BHK,1000,2,50,2,5000
627,other,1 BHK,469,1,25,1,5330.490405
628,Marathahalli,4 BHK,3800,4,250,4,6578.947368
629,Kambipura,2 BHK,883,2,29,2,3284.258211
630,GM Palaya,3 BHK,1820,2,86,3,4725.274725
631,Singasandra,3 BHK,1440,2,65,3,4513.888889
632,other,6 BHK,3600,4,160,6,4444.444444
633,Malleshwaram,4 BHK,2500,5,325,4,13000
634,Mahadevpura,2 BHK,1225,2,48,2,3918.367347
635,other,3 Bedroom,4000,3,660,3,16500
636,Chikkalasandra,2 BHK,875,2,52.8,2,6034.285714
637,Jalahalli East,1 BHK,750,1,40,1,5333.333333
638,6th Phase JP Nagar,2 BHK,1180,2,80,2,6779.661017
639,Haralur Road,2 BHK,1194,2,47,2,3936.348409
640,Hennur Road,3 BHK,1500,2,62,3,4133.333333
641,other,2 BHK,1160,2,52.2,2,4500
642,Arekere,9 Bedroom,,9,265,9,
643,Hosakerehalli,3 BHK,2378,3,262,3,11017.6619
644,Sarjapur,2 BHK,1128,2,60,2,5319.148936
645,Hebbal,3 BHK,1500,3,150,3,10000
646,other,3 BHK,1220,2,35.23,3,2887.704918
647,Sarjapur  Road,2 BHK,1210,2,58,2,4793.38843
648,Kanakpura Road,3 BHK,1100,2,58,3,5272.727273
649,Bommasandra,3 BHK,1200,3,46,3,3833.333333
650,Haralur Road,4 BHK,3385,5,260,4,7680.945347
651,other,3 BHK,1641,3,66,3,4021.937843
652,Horamavu Agara,2 BHK,1200,2,45,2,3750
653,Raja Rajeshwari Nagar,2 BHK,1260,2,67.39,2,5348.412698
654,Mahadevpura,3 BHK,1720,3,78,3,4534.883721
655,Yelahanka,2 BHK,1132.5,2,48.13,2,4249.889625
656,Yelahanka,2 BHK,1210,2,45.98,2,3800
657,Indira Nagar,4 Bedroom,2200,4,200,4,9090.909091
658,Bisuvanahalli,3 BHK,1075,2,45,3,4186.046512
659,Thanisandra,3 BHK,1702,3,130,3,7638.072855
660,other,2 BHK,1630,2,200,2,12269.93865
661,Raja Rajeshwari Nagar,2 BHK,1141,2,38.55,2,3378.61525
662,other,3 BHK,2072,3,108,3,5212.355212
663,other,3 Bedroom,1200,2,70,3,5833.333333
664,other,3 BHK,1350,3,77,3,5703.703704
665,other,4 Bedroom,4046,4,445,4,10998.51705
666,other,3 BHK,1180,2,78.34,3,6638.983051
667,Yelahanka,3 BHK,35000,3,130,3,371.4285714
668,other,2 BHK,1355,2,115,2,8487.084871
669,other,1 Bedroom,600,1,50,1,8333.333333
670,Hormavu,7 Bedroom,1200,7,150,7,12500
671,Bannerghatta Road,3 BHK,1640,2,120,3,7317.073171
672,other,5 Bedroom,1200,5,100,5,8333.333333
673,Kodichikkanahalli,3 BHK,1190,2,57,3,4789.915966
674,OMBR Layout,4 Bedroom,2400,4,375,4,15625
675,Marathahalli,2 BHK,1019,2,49.85,2,4892.05103
676,other,3 BHK,1875,3,165,3,8800
677,Akshaya Nagar,3 BHK,1250,3,40,3,3200
678,Brookefield,3 Bedroom,1200,3,140,3,11666.66667
679,Whitefield,2 BHK,1140,2,56,2,4912.280702
680,Lingadheeranahalli,3 BHK,1683,3,109,3,6476.530006
681,Kaggadasapura,3 BHK,1515,3,83.3,3,5498.349835
682,Hoodi,4 BHK,2118,4,111,4,5240.793201
683,Bannerghatta Road,4 Bedroom,1380,3,58,4,4202.898551
684,Varthur Road,2 BHK,1083,2,61.75,2,5701.754386
685,other,2 Bedroom,600,2,55,2,9166.666667
686,other,3 BHK,2300,3,120,3,5217.391304
687,other,2 BHK,1240,2,60,2,4838.709677
688,other,3 BHK,1750,3,120,3,6857.142857
689,other,2 BHK,1230,2,43.48,2,3534.95935
690,Anjanapura,3 Bedroom,1500,3,139,3,9266.666667
691,Abbigere,2 BHK,985,2,40.39,2,4100.507614
692,Tindlu,3 Bedroom,1500,2,87,3,5800
693,Electronic City,2 BHK,1125,2,32.49,2,2888
694,other,2 BHK,950,2,44,2,4631.578947
695,Kothanur,3 BHK,1580,3,76,3,4810.126582
696,other,3 Bedroom,1092,2,98.5,3,9020.14652
697,Electronic City Phase II,2 BHK,1090,2,28.34,2,2600
698,Hennur Road,3 Bedroom,2264,3,159,3,7022.968198
699,Dommasandra,3 BHK,1033,2,25.53,3,2471.442401
700,Kammasandra,2 BHK,810,2,24.5,2,3024.691358
701,other,2 BHK,1045,2,45,2,4306.220096
702,Hebbal,2 BHK,1337,2,82,2,6133.133882
703,Chandapura,2 BHK,1200,2,32,2,2666.666667
704,Koramangala,3 BHK,1580,3,160,3,10126.58228
705,Begur Road,3 BHK,1500,2,54,3,3600
706,Whitefield,3 BHK,1640,4,91,3,5548.780488
707,other,3 BHK,1570,3,62,3,3949.044586
708,Gubbalala,3 BHK,1470,2,82,3,5578.231293
709,Kengeri,2 BHK,1160,2,40.61,2,3500.862069
710,7th Phase JP Nagar,2 BHK,1050,2,71,2,6761.904762
711,other,3 BHK,1855,3,225,3,12129.38005
712,Bannerghatta Road,3 BHK,1460,2,90,3,6164.383562
713,Hulimavu,3 BHK,1823,3,100,3,5485.463522
714,Electronic City,2 BHK,1094,2,42,2,3839.122486
715,Budigere,2 BHK,1153,2,57,2,4943.625325
716,other,3 BHK,1325,3,57,3,4301.886792
717,Parappana Agrahara,4 Bedroom,1200,3,85,4,7083.333333
718,Jakkur,3 BHK,1590,2,125,3,7861.63522
719,other,5 Bedroom,1210,4,160,5,13223.1405
720,Raja Rajeshwari Nagar,4 Bedroom,1200,4,220,4,18333.33333
721,other,2 BHK,1202,2,48,2,3993.344426
722,Haralur Road,2 BHK,1202,2,53,2,4409.317804
723,other,2 BHK,1200,2,62.5,2,5208.333333
724,Panathur,3 BHK,1688,3,118,3,6990.521327
725,Kaval Byrasandra,2 BHK,1020,2,52,2,5098.039216
726,Sarjapur,2 BHK,1185,2,47,2,3966.244726
727,Ramagondanahalli,2 BHK,1235,2,52.04,2,4213.765182
728,Hosakerehalli,4 BHK,3205,5,500,4,15600.62402
729,Banashankari,2 BHK,1077,2,37.64,2,3494.893222
730,Kengeri Satellite Town,3 BHK,1415,2,66,3,4664.310954
731,EPIP Zone,3 BHK,2330,3,162,3,6952.7897
732,Whitefield,2 BHK,805,2,35,2,4347.826087
733,other,1 BHK,425,1,20.03,1,4712.941176
734,Whitefield,2 BHK,1155,2,59.95,2,5190.47619
735,Cunningham Road,4 BHK,5270,4,1250,4,23719.16509
736,Anekal,2 BHK,656,2,22,2,3353.658537
737,other,2 BHK,1100,2,48,2,4363.636364
738,Mahadevpura,2 BHK,1150,2,52,2,4521.73913
739,other,1 Bedroom,600,1,60,1,10000
740,other,2 BHK,1468,2,140,2,9536.784741
741,other,4 Bedroom,4300,5,550,4,12790.69767
742,Whitefield,3 BHK,2280,4,126,3,5526.315789
743,Hegde Nagar,2 BHK,1341,2,97,2,7233.407905
744,Jakkur,2 BHK,1279,2,77,2,6020.328382
745,Electronic City Phase II,4 BHK,2225,4,98.88,4,4444.044944
746,Thanisandra,2 BHK,1185,2,43.51,2,3671.729958
747,other,3 BHK,1750,3,85,3,4857.142857
748,Kudlu,2 BHK,1152,2,53.5,2,4644.097222
749,other,5 Bedroom,1000,4,160,5,16000
750,Hulimavu,2 BHK,1300,2,36,2,2769.230769
751,Varthur Road,4 Bedroom,2760,4,155,4,5615.942029
752,5th Phase JP Nagar,2 BHK,1070,2,39,2,3644.859813
753,Uttarahalli,2 BHK,1101,2,45,2,4087.19346
754,other,2 BHK,775,2,55,2,7096.774194
755,Yeshwanthpur,1 BHK,667,1,36.85,1,5524.737631
756,Electronic City,2 BHK,1070,2,55,2,5140.186916
757,Old Airport Road,3 BHK,1875,2,110,3,5866.666667
758,Kundalahalli,2 BHK,735,2,57.99,2,7889.795918
759,Sarjapur,5 Bedroom,4360,4,90,5,2064.220183
760,Koramangala,3 BHK,1750,3,130,3,7428.571429
761,Marathahalli,2 BHK,1215,2,67,2,5514.403292
762,other,9 Bedroom,600,9,190,9,31666.66667
763,Vishwapriya Layout,2 BHK,820,2,30,2,3658.536585
764,Banashankari Stage VI,2 BHK,1177.5,2,59.935,2,5090.021231
765,Battarahalli,3 BHK,1779,3,89.61,3,5037.099494
766,other,2 BHK,1105,2,58,2,5248.868778
767,other,1 BHK,,2,93,1,
768,Whitefield,3 BHK,1650,3,60,3,3636.363636
769,Jalahalli,2 BHK,1694,2,150,2,8854.781582
770,Hosakerehalli,3 BHK,2376,3,203,3,8543.771044
771,Cox Town,3 BHK,1975,3,150,3,7594.936709
772,Kammasandra,2 BHK,674,2,33,2,4896.142433
773,Kaggadasapura,2 BHK,1185,2,41,2,3459.915612
774,Thanisandra,1 RK,445,1,28,1,6292.134831
775,other,6 Bedroom,900,7,76,6,8444.444444
776,HSR Layout,3 BHK,1475,3,75,3,5084.745763
777,Gottigere,3 BHK,1618,3,82.5,3,5098.887515
778,Koramangala,2 BHK,1120,2,65,2,5803.571429
779,Marathahalli,4 BHK,2181,3,152,4,6969.280147
780,Vidyaranyapura,4 Bedroom,1200,4,90,4,7500
781,other,6 Bedroom,600,4,65,6,10833.33333
782,Bannerghatta Road,3 BHK,1556,2,59.13,3,3800.128535
783,Bannerghatta Road,2 BHK,1179,2,66.02,2,5599.660729
784,Thanisandra,2 BHK,1296,2,83,2,6404.320988
785,Kaggadasapura,2 BHK,1275,2,52,2,4078.431373
786,other,7 Bedroom,1875,2,300,7,16000
787,Kathriguppe,3 BHK,1400,2,77,3,5500
788,Gottigere,2 BHK,1222,2,63,2,5155.482815
789,Electronic City,2 BHK,940,2,41,2,4361.702128
790,Thanisandra,2 BHK,1185,2,42.6,2,3594.936709
791,Tumkur Road,3 BHK,1779,3,112,3,6295.671726
792,Begur Road,3 BHK,1615,3,59.76,3,3700.309598
793,Haralur Road,2 BHK,1056,2,61,2,5776.515152
794,7th Phase JP Nagar,2 BHK,1100,2,46,2,4181.818182
795,Arekere,2 BHK,920,2,40,2,4347.826087
796,other,3 BHK,1602,2,75,3,4681.64794
797,Padmanabhanagar,2 BHK,1176,2,62,2,5272.108844
798,HBR Layout,4 Bedroom,675,3,59,4,8740.740741
799,other,3 BHK,1352,3,135,3,9985.207101
800,Kasavanhalli,3 BHK,1717,3,99,3,5765.870705
801,other,4 Bedroom,10961,4,80,4,729.8604142
802,Bhoganhalli,4 BHK,2119,4,111,4,5238.319962
803,Vittasandra,2 BHK,1246,2,67.3,2,5401.284109
804,Anandapura,2 BHK,1141,2,42.79,2,3750.219106
805,Hennur Road,2 BHK,1157,2,84,2,7260.155575
806,Chandapura,2 BHK,1025,2,27.68,2,2700.487805
807,Yelahanka New Town,1 BHK,650,1,33,1,5076.923077
808,Hebbal,2 BHK,1349,2,98,2,7264.640474
809,Narayanapura,3 BHK,1566,3,83.3,3,5319.284802
810,Sahakara Nagar,4 BHK,2830,3,195,4,6890.459364
811,Electronic City,3 BHK,1320,2,38.13,3,2888.636364
812,other,3 BHK,1780,3,84.83,3,4765.730337
813,Varthur,2 BHK,1091,2,34.9,2,3198.900092
814,Rachenahalli,4 BHK,3670,4,300,4,8174.386921
815,7th Phase JP Nagar,2 BHK,918,2,50.49,2,5500
816,Yeshwanthpur,4 BHK,1950,4,130,4,6666.666667
817,Panathur,3 BHK,1695,3,90,3,5309.734513
818,Yelahanka,3 BHK,1705,3,95,3,5571.847507
819,Kalyan nagar,3 BHK,1375,3,75,3,5454.545455
820,Kanakpura Road,1 BHK,525,1,30,1,5714.285714
821,Whitefield,2 BHK,1447,2,83,2,5736.005529
822,Thanisandra,2 BHK,1114,2,39,2,3500.897666
823,7th Phase JP Nagar,3 BHK,1450,2,100,3,6896.551724
824,other,2 BHK,460,1,15,2,3260.869565
825,Vasanthapura,2 BHK,1022,2,40,2,3913.894325
826,Hebbal,2 BHK,1000,2,45,2,4500
827,Electronic City,2 BHK,1128,2,68.75,2,6094.858156
828,Kanakpura Road,2 BHK,1180,2,57,2,4830.508475
829,TC Palaya,6 Bedroom,1000,6,69,6,6900
830,Nagarbhavi,2 Bedroom,1200,2,150,2,12500
831,other,3 BHK,3761,3,660,3,17548.52433
832,Kanakpura Road,2 BHK,1339,2,75,2,5601.194922
833,Yelachenahalli,3 BHK,1400,2,55,3,3928.571429
834,7th Phase JP Nagar,2 BHK,1040,2,39.52,2,3800
835,Kadugodi,2 BHK,1198,2,58,2,4841.402337
836,other,4 Bedroom,1200,3,95,4,7916.666667
837,Sarjapur  Road,3 BHK,1691,3,113,3,6682.436428
838,Bisuvanahalli,3 BHK,1075,3,36,3,3348.837209
839,1st Block Jayanagar,3 BHK,1630,3,194,3,11901.84049
840,8th Phase JP Nagar,3 BHK,1240,3,43.5,3,3508.064516
841,Bannerghatta Road,2 BHK,1122.5,2,58.935,2,5250.334076
842,Mallasandra,3 BHK,1665,3,86.58,3,5200
843,Marathahalli,3 BHK,2489,3,94,3,3776.617115
844,Brookefield,2 BHK,1142,2,70,2,6129.597198
845,other,3 BHK,1976,3,184,3,9311.740891
846,other,4 Bedroom,5500,4,600,4,10909.09091
847,Kothannur,3 BHK,1853,3,82,3,4425.256341
848,Vijayanagar,8 Bedroom,600,4,72,8,12000
849,Kasturi Nagar,2 BHK,1567,2,92,2,5871.091257
850,Talaghattapura,2 BHK,1090,2,27.24,2,2499.082569
851,Raja Rajeshwari Nagar,6 Bedroom,1200,4,125,6,10416.66667
852,other,4 Bedroom,2400,4,640,4,26666.66667
853,Electronics City Phase 1,2 BHK,1175,2,51.47,2,4380.425532
854,Subramanyapura,2 BHK,1200,2,52,2,4333.333333
855,Kodichikkanahalli,2 BHK,995,2,41,2,4120.603015
856,Magadi Road,2 BHK,884,2,41.1,2,4649.321267
857,other,5 Bedroom,900,3,80,5,8888.888889
858,Yeshwanthpur,2 BHK,1170,2,57,2,4871.794872
859,KR Puram,2 BHK,1225,2,46.55,2,3800
860,Electronic City,2 BHK,1342,2,73.3,2,5461.997019
861,Uttarahalli,2 BHK,1345,2,67,2,4981.412639
862,Kodigehaali,3 BHK,1320,3,65,3,4924.242424
863,other,2 BHK,,2,45,2,
864,Raja Rajeshwari Nagar,2 BHK,1140,2,49.39,2,4332.45614
865,Battarahalli,2 BHK,1300,2,50,2,3846.153846
866,Hosa Road,3 BHK,1652,3,85,3,5145.27845
867,Thigalarapalya,3 BHK,2072,4,142,3,6853.281853
868,Arekere,3 BHK,1740,2,95,3,5459.770115
869,Electronic City,3 BHK,1360,2,71,3,5220.588235
870,Hosur Road,3 BHK,1145,2,60,3,5240.174672
871,Uttarahalli,3 BHK,1540,2,40,3,2597.402597
872,Sarjapur  Road,2 BHK,1278,2,95,2,7433.489828
873,Electronic City Phase II,1 BHK,630,1,40,1,6349.206349
874,Kanakpura Road,3 BHK,1100,3,58,3,5272.727273
875,other,3 Bedroom,1200,3,95,3,7916.666667
876,other,7 Bedroom,2500,6,115,7,4600
877,Chandapura,1 BHK,582.5,1,15.135,1,2598.283262
878,Chandapura,2 BHK,1015,2,25.88,2,2549.753695
879,Hosur Road,5 Bedroom,3300,5,240,5,7272.727273
880,Basaveshwara Nagar,5 Bedroom,4500,5,415,5,9222.222222
881,Gunjur,3 BHK,1356,2,66,3,4867.256637
882,other,2 BHK,823,2,28,2,3402.18712
883,TC Palaya,3 Bedroom,1200,2,66,3,5500
884,Ramamurthy Nagar,2 BHK,1050,2,37,2,3523.809524
885,other,2 BHK,1180,2,69,2,5847.457627
886,Whitefield,2 BHK,1116,2,51.91,2,4651.433692
887,7th Phase JP Nagar,2 BHK,1070,2,42.79,2,3999.065421
888,Varthur,2 BHK,1385,2,80,2,5776.173285
889,Varthur,1 Bedroom,1000,1,70,1,7000
890,Whitefield,3 BHK,1897,3,130,3,6852.925672
891,Magadi Road,2 BHK,1005,2,55.78,2,5550.248756
892,Green Glen Layout,3 BHK,1575,3,125,3,7936.507937
893,Subramanyapura,2 BHK,975,2,65,2,6666.666667
894,Hennur Road,3 BHK,1904,3,120,3,6302.521008
895,Kengeri Satellite Town,1 BHK,930,1,30,1,3225.806452
896,Kanakpura Road,1 BHK,525,1,26,1,4952.380952
897,other,1 BHK,686,1,17,1,2478.134111
898,Electronic City Phase II,2 Bedroom,2400,3,150,2,6250
899,other,2 Bedroom,1410,1,233,2,16524.8227
900,Sarjapur  Road,3 Bedroom,2238,3,140,3,6255.585344
901,Harlur,2 BHK,1174,2,69,2,5877.342419
902,Thubarahalli,4 Bedroom,3800,4,239,4,6289.473684
903,Whitefield,3 BHK,2225,2,125,3,5617.977528
904,other,2 BHK,1250,2,200,2,16000
905,Jigani,2 BHK,918,2,52,2,5664.488017
906,Mahadevpura,2 BHK,1250,2,52,2,4160
907,Sarjapur  Road,3 BHK,1800,3,110,3,6111.111111
908,Marathahalli,2 BHK,1170,2,53,2,4529.91453
909,other,1 BHK,1300,1,200,1,15384.61538
910,Bannerghatta Road,2 BHK,793,2,45,2,5674.653216
911,Jakkur,3 BHK,1710,3,107,3,6257.309942
912,Kambipura,3 BHK,1082,2,57.5,3,5314.232902
913,other,2 BHK,1001,2,33.03,2,3299.7003
914,other,4 Bedroom,1500,4,180,4,12000
915,Yelahanka,3 BHK,1590,2,54,3,3396.226415
916,other,3 BHK,2400,2,80,3,3333.333333
917,Horamavu Banaswadi,3 BHK,1554,3,55,3,3539.253539
918,Thanisandra,2 BHK,1142.5,2,43.415,2,3800
919,Bellandur,5 BHK,4239,5,423,5,9978.768577
920,Konanakunte,2 Bedroom,884,1,58,2,6561.085973
921,Hosa Road,2 BHK,1045,2,98.89,2,9463.157895
922,Marathahalli,2 BHK,1019,2,49.86,2,4893.032385
923,Ambedkar Nagar,3 BHK,1935,4,130,3,6718.346253
924,Uttarahalli,3 BHK,1135,2,39.73,3,3500.440529
925,Lakshminarayana Pura,3 BHK,1680,3,150,3,8928.571429
926,Hebbal,4 BHK,2470,5,247,4,10000
927,1st Phase JP Nagar,4 BHK,2825,4,250,4,8849.557522
928,Hosakerehalli,3 BHK,2480,3,330,3,13306.45161
929,5th Phase JP Nagar,9 Bedroom,1260,11,290,9,23015.87302
930,Ramamurthy Nagar,5 Bedroom,1800,4,187,5,10388.88889
931,Kasavanhalli,3 BHK,1799,3,90,3,5002.779322
932,Attibele,1 BHK,400,1,11,1,2750
933,Kundalahalli,2 BHK,1047,2,82,2,7831.900669
934,other,2 BHK,1282,2,87,2,6786.271451
935,NGR Layout,2 BHK,1020,2,45.9,2,4500
936,Kammanahalli,4 Bedroom,1080,3,155,4,14351.85185
